Points;Place;Candidate;Vote;Country;Name;Sex;Type
1;;Sadio Mané;Total;Sri Lanka;;Men's;Player
3;;Sadio Mané;Total;St Kitts and Nevis;;Men's;Player
3;;Sadio Mané;Total;St Lucia;;Men's;Player
5;;Sadio Mané;Total;St Vincent and the Grenadines;;Men's;Player
5;;Sadio Mané;Total;Sudan;;Men's;Player
3;;Sadio Mané;Total;Syria;;Men's;Player
5;;Sadio Mané;Total;Tahiti;;Men's;Player
8;;Sadio Mané;Total;Tanzania;;Men's;Player
1;;Sadio Mané;Total;Thailand;;Men's;Player
8;;Sadio Mané;Total;Togo;;Men's;Player
1;;Sadio Mané;Total;Tonga;;Men's;Player
1;;Sadio Mané;Total;Tunisia;;Men's;Player
6;;Sadio Mané;Total;Turkey;;Men's;Player
5;;Sadio Mané;Total;Turks and Caicos Islands;;Men's;Player
11;;Sadio Mané;Total;Uganda;;Men's;Player
3;;Sadio Mané;Total;Uruguay;;Men's;Player
3;;Sadio Mané;Total;USA;;Men's;Player
1;;Sadio Mané;Total;Vanuatu;;Men's;Player
1;;Sadio Mané;Total;Venezuela;;Men's;Player
1;;Sadio Mané;Total;Wales;;Men's;Player
4;;Sadio Mané;Total;Zambia;;Men's;Player
8;;Sadio Mané;Total;Zimbabwe;;Men's;Player
5;;Sergio Ramos;Total;Armenia;;Men's;Player
2;;Sergio Ramos;Total;Azerbaijan;;Men's;Player
1;;Sergio Ramos;Total;Bahrain;;Men's;Player
1;;Sergio Ramos;Total;Bangladesh;;Men's;Player
3;;Sergio Ramos;Total;Belarus;;Men's;Player
3;;Sergio Ramos;Total;Belgium;;Men's;Player
1;;Sergio Ramos;Total;Belize;;Men's;Player
3;;Sergio Ramos;Total;Bermuda;;Men's;Player
3;;Sergio Ramos;Total;British Virgin Islands;;Men's;Player
1;;Sergio Ramos;Total;Bulgaria;;Men's;Player
4;;Sergio Ramos;Total;Cambodia;;Men's;Player
1;;Sergio Ramos;Total;Cameroon;;Men's;Player
5;;Sergio Ramos;Total;Central African Republic;;Men's;Player
3;;Sergio Ramos;Total;China PR;;Men's;Player
1;;Sergio Ramos;Total;Chinese Taipei;;Men's;Player
3;;Sergio Ramos;Total;Colombia;;Men's;Player
1;;Sergio Ramos;Total;Cook Islands;;Men's;Player
1;;Sergio Ramos;Total;Costa Rica;;Men's;Player
4;;Sergio Ramos;Total;Croatia;;Men's;Player
1;;Sergio Ramos;Total;Cuba;;Men's;Player
3;;Sergio Ramos;Total;Curaçao;;Men's;Player
1;;Sergio Ramos;Total;El Salvador;;Men's;Player
3;;Sergio Ramos;Total;Faroe Islands;;Men's;Player
1;;Sergio Ramos;Total;Finland;;Men's;Player
8;;Sergio Ramos;Total;Gambia;;Men's;Player
1;;Sergio Ramos;Total;Georgia;;Men's;Player
1;;Sergio Ramos;Total;Germany;;Men's;Player
6;;Sergio Ramos;Total;Gibraltar;;Men's;Player
3;;Sergio Ramos;Total;Guatemala;;Men's;Player
1;;Sergio Ramos;Total;Honduras;;Men's;Player
1;;Sergio Ramos;Total;Indonesia;;Men's;Player
4;;Sergio Ramos;Total;IR Iran;;Men's;Player
1;;Sergio Ramos;Total;Israel;;Men's;Player
1;;Sergio Ramos;Total;Italy;;Men's;Player
2;;Sergio Ramos;Total;Kyrgyz Republic;;Men's;Player
1;;Sergio Ramos;Total;Lebanon;;Men's;Player
1;;Sergio Ramos;Total;Luxembourg;;Men's;Player
5;;Sergio Ramos;Total;Madagascar;;Men's;Player
4;;Sergio Ramos;Total;Mexico;;Men's;Player
1;;Sergio Ramos;Total;Moldova;;Men's;Player
1;;Sergio Ramos;Total;Mongolia;;Men's;Player
1;;Sergio Ramos;Total;Montenegro;;Men's;Player
3;;Sergio Ramos;Total;Morocco;;Men's;Player
1;;Sergio Ramos;Total;New Caledonia;;Men's;Player
3;;Sergio Ramos;Total;Nicaragua;;Men's;Player
1;;Sergio Ramos;Total;Norway;;Men's;Player
1;;Sergio Ramos;Total;Papua New Guinea;;Men's;Player
1;;Sergio Ramos;Total;Paraguay;;Men's;Player
1;;Sergio Ramos;Total;Philippines;;Men's;Player
1;;Sergio Ramos;Total;Portugal;;Men's;Player
3;;Sergio Ramos;Total;Puerto Rico;;Men's;Player
3;;Sergio Ramos;Total;Qatar;;Men's;Player
4;;Sergio Ramos;Total;Rwanda;;Men's;Player
1;;Sergio Ramos;Total;Samoa;;Men's;Player
1;;Sergio Ramos;Total;Saudi Arabia;;Men's;Player
1;;Sergio Ramos;Total;Senegal;;Men's;Player
4;;Sergio Ramos;Total;Spain;;Men's;Player
2;;Sergio Ramos;Total;St Kitts and Nevis;;Men's;Player
5;;Sergio Ramos;Total;Sweden;;Men's;Player
3;;Sergio Ramos;Total;Switzerland;;Men's;Player
1;;Sergio Ramos;Total;Tahiti;;Men's;Player
3;;Sergio Ramos;Total;Tajikistan;;Men's;Player
1;;Sergio Ramos;Total;USA;;Men's;Player
1;;Sergio Ramos;Total;Uzbekistan;;Men's;Player
1;;Sergio Ramos;Total;Venezuela;;Men's;Player
3;;Sergio Ramos;Total;Vietnam;;Men's;Player
1;;Thiago Alcântara;Total;Andorra;;Men's;Player
3;;Thiago Alcântara;Total;Argentina;;Men's;Player
1;;Thiago Alcântara;Total;Armenia;;Men's;Player
1;;Thiago Alcântara;Total;Aruba;;Men's;Player
1;;Thiago Alcântara;Total;Austria;;Men's;Player
1;;Thiago Alcântara;Total;Bahamas;;Men's;Player
1;;Thiago Alcântara;Total;Bahrain;;Men's;Player
1;;Thiago Alcântara;Total;Bangladesh;;Men's;Player
1;;Thiago Alcântara;Total;Belgium;;Men's;Player
3;;Thiago Alcântara;Total;Bhutan;;Men's;Player
5;;Thiago Alcântara;Total;Brunei Darussalam;;Men's;Player
1;;Thiago Alcântara;Total;Burkina Faso;;Men's;Player
1;;Thiago Alcântara;Total;Cambodia;;Men's;Player
1;;Thiago Alcântara;Total;Cameroon;;Men's;Player
3;;Thiago Alcântara;Total;Canada;;Men's;Player
1;;Thiago Alcântara;Total;Cayman Islands;;Men's;Player
3;;Thiago Alcântara;Total;Chile;;Men's;Player
3;;Thiago Alcântara;Total;Chinese Taipei;;Men's;Player
3;;Thiago Alcântara;Total;Cyprus;;Men's;Player
1;;Thiago Alcântara;Total;Denmark;;Men's;Player
1;;Thiago Alcântara;Total;Djibouti;;Men's;Player
5;;Thiago Alcântara;Total;Dominican Republic;;Men's;Player
3;;Thiago Alcântara;Total;El Salvador;;Men's;Player
1;;Thiago Alcântara;Total;Estonia;;Men's;Player
1;;Thiago Alcântara;Total;Eswatini;;Men's;Player
3;;Thiago Alcântara;Total;Faroe Islands;;Men's;Player
3;;Thiago Alcântara;Total;France;;Men's;Player
4;;Thiago Alcântara;Total;Germany;;Men's;Player
1;;Thiago Alcântara;Total;Ghana;;Men's;Player
1;;Thiago Alcântara;Total;Gibraltar;;Men's;Player
1;;Thiago Alcântara;Total;Grenada;;Men's;Player
1;;Thiago Alcântara;Total;Guam;;Men's;Player
3;;Thiago Alcântara;Total;Guatemala;;Men's;Player
5;;Thiago Alcântara;Total;Guinea-Bissau;;Men's;Player
5;;Thiago Alcântara;Total;Honduras;;Men's;Player
3;;Thiago Alcântara;Total;Israel;;Men's;Player
3;;Thiago Alcântara;Total;Italy;;Men's;Player
3;;Thiago Alcântara;Total;Japan;;Men's;Player
1;;Thiago Alcântara;Total;Kazakhstan;;Men's;Player
1;;Thiago Alcântara;Total;Laos;;Men's;Player
1;;Thiago Alcântara;Total;Lesotho;;Men's;Player
6;;Thiago Alcântara;Total;Liechtenstein;;Men's;Player
1;;Thiago Alcântara;Total;Lithuania;;Men's;Player
1;;Thiago Alcântara;Total;Malawi;;Men's;Player
3;;Thiago Alcântara;Total;Maldives;;Men's;Player
1;;Thiago Alcântara;Total;Mali;;Men's;Player
1;;Thiago Alcântara;Total;Mauritania;;Men's;Player
3;;Thiago Alcântara;Total;Mexico;;Men's;Player
2;;Thiago Alcântara;Total;Moldova;;Men's;Player
1;;Thiago Alcântara;Total;Montenegro;;Men's;Player
5;;Thiago Alcântara;Total;Montserrat;;Men's;Player
2;;Thiago Alcântara;Total;Namibia;;Men's;Player
2;;Thiago Alcântara;Total;Netherlands;;Men's;Player
3;;Thiago Alcântara;Total;New Caledonia;;Men's;Player
3;;Thiago Alcântara;Total;Niger;;Men's;Player
1;;Thiago Alcântara;Total;Northern Ireland;;Men's;Player
1;;Thiago Alcântara;Total;Pakistan;;Men's;Player
5;;Thiago Alcântara;Total;Palestine;;Men's;Player
3;;Thiago Alcântara;Total;Panama;;Men's;Player
5;;Thiago Alcântara;Total;Peru;;Men's;Player
1;;Thiago Alcântara;Total;Philippines;;Men's;Player
5;;Thiago Alcântara;Total;Poland;;Men's;Player
1;;Thiago Alcântara;Total;Puerto Rico;;Men's;Player
1;;Thiago Alcântara;Total;Saudi Arabia;;Men's;Player
6;;Thiago Alcântara;Total;Scotland;;Men's;Player
6;;Thiago Alcântara;Total;Seychelles;;Men's;Player
4;;Thiago Alcântara;Total;Singapore;;Men's;Player
1;;Thiago Alcântara;Total;Somalia;;Men's;Player
4;;Thiago Alcântara;Total;South Africa;;Men's;Player
1;;Thiago Alcântara;Total;South Sudan;;Men's;Player
7;;Thiago Alcântara;Total;Spain;;Men's;Player
3;;Thiago Alcântara;Total;St Lucia;;Men's;Player
3;;Thiago Alcântara;Total;Sudan;;Men's;Player
4;;Thiago Alcântara;Total;Suriname;;Men's;Player
1;;Thiago Alcântara;Total;Thailand;;Men's;Player
1;;Thiago Alcântara;Total;Timor-Leste;;Men's;Player
3;;Thiago Alcântara;Total;Trinidad and Tobago;;Men's;Player
3;;Thiago Alcântara;Total;Tunisia;;Men's;Player
3;;Thiago Alcântara;Total;Ukraine;;Men's;Player
3;;Thiago Alcântara;Total;Uruguay;;Men's;Player
3;;Thiago Alcântara;Total;Wales;;Men's;Player
3;;Thiago Alcântara;Total;Yemen;;Men's;Player
1;;Thiago Alcântara;Total;Zambia;;Men's;Player
3;;Virgil van Dijk;Total;Afghanistan;;Men's;Player
2;;Virgil van Dijk;Total;Anguilla;;Men's;Player
5;;Virgil van Dijk;Total;Antigua and Barbuda;;Men's;Player
6;;Virgil van Dijk;Total;Australia;;Men's;Player
4;;Virgil van Dijk;Total;Austria;;Men's;Player
3;;Virgil van Dijk;Total;Bahamas;;Men's;Player
5;;Virgil van Dijk;Total;Bahrain;;Men's;Player
1;;Virgil van Dijk;Total;Barbados;;Men's;Player
3;;Virgil van Dijk;Total;Benin;;Men's;Player
1;;Virgil van Dijk;Total;Bermuda;;Men's;Player
8;;Virgil van Dijk;Total;British Virgin Islands;;Men's;Player
3;;Virgil van Dijk;Total;Bulgaria;;Men's;Player
1;;Virgil van Dijk;Total;Burundi;;Men's;Player
1;;Virgil van Dijk;Total;Chinese Taipei;;Men's;Player
1;;Virgil van Dijk;Total;Colombia;;Men's;Player
5;;Virgil van Dijk;Total;Czech Republic;;Men's;Player
3;;Virgil van Dijk;Total;England;;Men's;Player
1;;Virgil van Dijk;Total;Faroe Islands;;Men's;Player
5;;Virgil van Dijk;Total;Fiji;;Men's;Player
1;;Virgil van Dijk;Total;Finland;;Men's;Player
3;;Virgil van Dijk;Total;Hong Kong;;Men's;Player
5;;Virgil van Dijk;Total;Iceland;;Men's;Player
1;;Virgil van Dijk;Total;India;;Men's;Player
4;;Virgil van Dijk;Total;Indonesia;;Men's;Player
3;;Virgil van Dijk;Total;Israel;;Men's;Player
1;;Virgil van Dijk;Total;Japan;;Men's;Player
3;;Virgil van Dijk;Total;Jordan;;Men's;Player
1;;Virgil van Dijk;Total;Kosovo;;Men's;Player
3;;Virgil van Dijk;Total;Kyrgyz Republic;;Men's;Player
6;;Virgil van Dijk;Total;Laos;;Men's;Player
1;;Virgil van Dijk;Total;Lesotho;;Men's;Player
5;;Virgil van Dijk;Total;Liberia;;Men's;Player
1;;Virgil van Dijk;Total;Liechtenstein;;Men's;Player
5;;Virgil van Dijk;Total;Luxembourg;;Men's;Player
2;;Virgil van Dijk;Total;Macau;;Men's;Player
8;;Virgil van Dijk;Total;Maldives;;Men's;Player
3;;Virgil van Dijk;Total;Mali;;Men's;Player
1;;Virgil van Dijk;Total;Malta;;Men's;Player
3;;Virgil van Dijk;Total;Mauritius;;Men's;Player
1;;Virgil van Dijk;Total;Mongolia;;Men's;Player
3;;Virgil van Dijk;Total;Montenegro;;Men's;Player
5;;Virgil van Dijk;Total;Montserrat;;Men's;Player
5;;Virgil van Dijk;Total;Namibia;;Men's;Player
3;;Virgil van Dijk;Total;Netherlands;;Men's;Player
3;;Virgil van Dijk;Total;New Zealand;;Men's;Player
4;;Virgil van Dijk;Total;Northern Ireland;;Men's;Player
1;;Virgil van Dijk;Total;Norway;;Men's;Player
5;;Virgil van Dijk;Total;Philippines;;Men's;Player
3;;Virgil van Dijk;Total;Russia;;Men's;Player
6;;Virgil van Dijk;Total;Saudi Arabia;;Men's;Player
2;;Virgil van Dijk;Total;Scotland;;Men's;Player
3;;Virgil van Dijk;Total;Serbia;;Men's;Player
3;;Virgil van Dijk;Total;Singapore;;Men's;Player
1;;Virgil van Dijk;Total;Slovenia;;Men's;Player
10;;Virgil van Dijk;Total;Suriname;;Men's;Player
1;;Virgil van Dijk;Total;Sweden;;Men's;Player
4;;Virgil van Dijk;Total;Switzerland;;Men's;Player
8;;Virgil van Dijk;Total;Tonga;;Men's;Player
1;;Virgil van Dijk;Total;Trinidad and Tobago;;Men's;Player
1;;Virgil van Dijk;Total;Turkey;;Men's;Player
3;;Virgil van Dijk;Total;Ukraine;;Men's;Player
3;;Virgil van Dijk;Total;US Virgin Islands;;Men's;Player
3;;Virgil van Dijk;Total;USA;;Men's;Player
3;;Virgil van Dijk;Total;Wales;;Men's;Player
3;;Virgil van Dijk;Total;Zambia;;Men's;Player
1;Third;Caroline Graham Hansen;Coach;Afghanistan;Wahidullah Wahidi;Women's;Player
5;First;Jennifer Hermoso;Coach;Afghanistan;Wahidullah Wahidi;Women's;Player
1;Third;Ji So-yun;Media;Afghanistan;Sayer Zaland;Women's;Player
5;First;Lucy Bronze;Media;Afghanistan;Sayer Zaland;Women's;Player
3;Second;Lucy Bronze;Coach;Afghanistan;Wahidullah Wahidi;Women's;Player
3;Second;Sam Kerr;Media;Afghanistan;Sayer Zaland;Women's;Player
1;Third;Caroline Graham Hansen;Media;Albania;Dritan Shakohoxha;Women's;Player
1;Third;Delphine Cascarino;Coach;Albania;Armir Grimaj;Women's;Player
5;First;Dzsenifer Marozsán;Captain;Albania;Albina Rrahmani;Women's;Player
3;Second;Ji So-yun;Media;Albania;Dritan Shakohoxha;Women's;Player
3;Second;Lucy Bronze;Captain;Albania;Albina Rrahmani;Women's;Player
5;First;Lucy Bronze;Coach;Albania;Armir Grimaj;Women's;Player
5;First;Lucy Bronze;Media;Albania;Dritan Shakohoxha;Women's;Player
1;Third;Vivianne Miedema;Captain;Albania;Albina Rrahmani;Women's;Player
3;Second;Vivianne Miedema;Coach;Albania;Armir Grimaj;Women's;Player
5;First;Delphine Cascarino;Media;Algeria;Abdelaziz Bouyakoub;Women's;Player
3;Second;Delphine Cascarino;Coach;Algeria;Madjid Taleb;Women's;Player
3;Second;Dzsenifer Marozsán;Media;Algeria;Abdelaziz Bouyakoub;Women's;Player
1;Third;Lucy Bronze;Captain;Algeria;Ouadah Fatiha;Women's;Player
3;Second;Pernille Harder;Captain;Algeria;Ouadah Fatiha;Women's;Player
1;Third;Vivianne Miedema;Media;Algeria;Abdelaziz Bouyakoub;Women's;Player
1;Third;Vivianne Miedema;Coach;Algeria;Madjid Taleb;Women's;Player
5;First;Wendie Renard;Coach;Algeria;Madjid Taleb;Women's;Player
5;First;Wendie Renard;Captain;Algeria;Ouadah Fatiha;Women's;Player
5;First;Caroline Graham Hansen;Captain;American Samoa;Beulah Oney;Women's;Player
5;First;Delphine Cascarino;Coach;American Samoa;Ati Samuelu;Women's;Player
3;Second;Lucy Bronze;Captain;American Samoa;Beulah Oney;Women's;Player
3;Second;Pernille Harder;Coach;American Samoa;Ati Samuelu;Women's;Player
1;Third;Sam Kerr;Captain;American Samoa;Beulah Oney;Women's;Player
1;Third;Vivianne Miedema;Coach;American Samoa;Ati Samuelu;Women's;Player
5;First;Delphine Cascarino;Media;Andorra;Joel Romero Tomé;Women's;Player
5;First;Dzsenifer Marozsán;Captain;Andorra;Marina Fernández Muelas;Women's;Player
3;Second;Jennifer Hermoso;Media;Andorra;Joel Romero Tomé;Women's;Player
5;First;Jennifer Hermoso;Coach;Andorra;Jose Martín;Women's;Player
1;Third;Jennifer Hermoso;Captain;Andorra;Marina Fernández Muelas;Women's;Player
1;Third;Ji So-yun;Media;Andorra;Joel Romero Tomé;Women's;Player
3;Second;Pernille Harder;Coach;Andorra;Jose Martín;Women's;Player
3;Second;Vivianne Miedema;Captain;Andorra;Marina Fernández Muelas;Women's;Player
1;Third;Wendie Renard;Coach;Andorra;Jose Martín;Women's;Player
3;Second;Caroline Graham Hansen;Media;Angola;Geraldo Quiala;Women's;Player
1;Third;Delphine Cascarino;Media;Angola;Geraldo Quiala;Women's;Player
5;First;Dzsenifer Marozsán;Captain;Angola;Lidia Yolanda Agostinho Lubano;Women's;Player
3;Second;Dzsenifer Marozsán;Coach;Angola;Sousa Francisco Garcia;Women's;Player
5;First;Lucy Bronze;Media;Angola;Geraldo Quiala;Women's;Player
1;Third;Lucy Bronze;Captain;Angola;Lidia Yolanda Agostinho Lubano;Women's;Player
1;Third;Lucy Bronze;Coach;Angola;Sousa Francisco Garcia;Women's;Player
3;Second;Wendie Renard;Captain;Angola;Lidia Yolanda Agostinho Lubano;Women's;Player
5;First;Wendie Renard;Coach;Angola;Sousa Francisco Garcia;Women's;Player
1;Third;Dzsenifer Marozsán;Coach;Anguilla;Keturah Caines;Women's;Player
5;First;Lucy Bronze;Captain;Anguilla;Coleen Johnson;Women's;Player
3;Second;Lucy Bronze;Coach;Anguilla;Keturah Caines;Women's;Player
3;Second;Saki Kumagai;Captain;Anguilla;Coleen Johnson;Women's;Player
5;First;Sam Kerr;Coach;Anguilla;Keturah Caines;Women's;Player
1;Third;Wendie Renard;Captain;Anguilla;Coleen Johnson;Women's;Player
5;First;Delphine Cascarino;Media;Antigua and Barbuda;Astel Joseph;Women's;Player
5;First;Delphine Cascarino;Captain;Antigua and Barbuda;Karen Warner;Women's;Player
3;Second;Jennifer Hermoso;Captain;Antigua and Barbuda;Karen Warner;Women's;Player
3;Second;Jennifer Hermoso;Coach;Antigua and Barbuda;Lisa Cole;Women's;Player
3;Second;Lucy Bronze;Media;Antigua and Barbuda;Astel Joseph;Women's;Player
1;Third;Vivianne Miedema;Media;Antigua and Barbuda;Astel Joseph;Women's;Player
5;First;Vivianne Miedema;Coach;Antigua and Barbuda;Lisa Cole;Women's;Player
1;Third;Wendie Renard;Captain;Antigua and Barbuda;Karen Warner;Women's;Player
1;Third;Wendie Renard;Coach;Antigua and Barbuda;Lisa Cole;Women's;Player
5;First;Caroline Graham Hansen;Coach;Argentina;José Carlos Borrello;Women's;Player
3;Second;Delphine Cascarino;Coach;Argentina;José Carlos Borrello;Women's;Player
3;Second;Delphine Cascarino;Media;Argentina;Romina Sacher;Women's;Player
1;Third;Jennifer Hermoso;Captain;Argentina;Vanina Correa;Women's;Player
5;First;Lucy Bronze;Captain;Argentina;Vanina Correa;Women's;Player
5;First;Pernille Harder;Media;Argentina;Romina Sacher;Women's;Player
3;Second;Pernille Harder;Captain;Argentina;Vanina Correa;Women's;Player
1;Third;Sam Kerr;Coach;Argentina;José Carlos Borrello;Women's;Player
1;Third;Wendie Renard;Media;Argentina;Romina Sacher;Women's;Player
5;First;Delphine Cascarino;Media;Armenia;Eduard Kalantaryan;Women's;Player
1;Third;Delphine Cascarino;Coach;Armenia;Manuk Sargsyan;Women's;Player
1;Third;Dzsenifer Marozsán;Media;Armenia;Eduard Kalantaryan;Women's;Player
3;Second;Lucy Bronze;Coach;Armenia;Manuk Sargsyan;Women's;Player
1;Third;Lucy Bronze;Captain;Armenia;Olga Osipyan;Women's;Player
5;First;Pernille Harder;Coach;Armenia;Manuk Sargsyan;Women's;Player
5;First;Pernille Harder;Captain;Armenia;Olga Osipyan;Women's;Player
3;Second;Vivianne Miedema;Media;Armenia;Eduard Kalantaryan;Women's;Player
3;Second;Wendie Renard;Captain;Armenia;Olga Osipyan;Women's;Player
1;Third;Caroline Graham Hansen;Media;Aruba;Andrew Vrolijk;Women's;Player
5;First;Delphine Cascarino;Media;Aruba;Andrew Vrolijk;Women's;Player
5;First;Jennifer Hermoso;Captain;Aruba;Dyane Wiersma;Women's;Player
3;Second;Lucy Bronze;Captain;Aruba;Dyane Wiersma;Women's;Player
5;First;Lucy Bronze;Coach;Aruba;Reinhard Richard Breinburg Breinburg;Women's;Player
3;Second;Pernille Harder;Coach;Aruba;Reinhard Richard Breinburg Breinburg;Women's;Player
3;Second;Sam Kerr;Media;Aruba;Andrew Vrolijk;Women's;Player
1;Third;Vivianne Miedema;Captain;Aruba;Dyane Wiersma;Women's;Player
1;Third;Vivianne Miedema;Coach;Aruba;Reinhard Richard Breinburg Breinburg;Women's;Player
3;Second;Caroline Graham Hansen;Coach;Australia;Melissa Jane Andreatta;Women's;Player
3;Second;Ji So-yun;Captain;Australia;Samantha Kerr;Women's;Player
5;First;Pernille Harder;Captain;Australia;Samantha Kerr;Women's;Player
3;Second;Pernille Harder;Media;Australia;Samantha Lewis;Women's;Player
1;Third;Sam Kerr;Coach;Australia;Melissa Jane Andreatta;Women's;Player
5;First;Sam Kerr;Media;Australia;Samantha Lewis;Women's;Player
1;Third;Vivianne Miedema;Captain;Australia;Samantha Kerr;Women's;Player
1;Third;Vivianne Miedema;Media;Australia;Samantha Lewis;Women's;Player
5;First;Wendie Renard;Coach;Australia;Melissa Jane Andreatta;Women's;Player
5;First;Delphine Cascarino;Captain;Austria;Viktoria Schnaderbeck;Women's;Player
3;Second;Dzsenifer Marozsán;Media;Austria;Stefan Grüneis;Women's;Player
1;Third;Lucy Bronze;Coach;Austria;Irene Fuhrmann;Women's;Player
5;First;Pernille Harder;Media;Austria;Stefan Grüneis;Women's;Player
3;Second;Vivianne Miedema;Coach;Austria;Irene Fuhrmann;Women's;Player
1;Third;Vivianne Miedema;Captain;Austria;Viktoria Schnaderbeck;Women's;Player
5;First;Wendie Renard;Coach;Austria;Irene Fuhrmann;Women's;Player
1;Third;Wendie Renard;Media;Austria;Stefan Grüneis;Women's;Player
3;Second;Wendie Renard;Captain;Austria;Viktoria Schnaderbeck;Women's;Player
1;Third;Caroline Graham Hansen;Captain;Azerbaijan;Aysun Aliyeva;Women's;Player
3;Second;Caroline Graham Hansen;Coach;Azerbaijan;Siyasat Asgarov;Women's;Player
3;Second;Dzsenifer Marozsán;Media;Azerbaijan;Rasim Movsumov;Women's;Player
5;First;Jennifer Hermoso;Captain;Azerbaijan;Aysun Aliyeva;Women's;Player
5;First;Jennifer Hermoso;Coach;Azerbaijan;Siyasat Asgarov;Women's;Player
1;Third;Lucy Bronze;Coach;Azerbaijan;Siyasat Asgarov;Women's;Player
5;First;Pernille Harder;Media;Azerbaijan;Rasim Movsumov;Women's;Player
3;Second;Sam Kerr;Captain;Azerbaijan;Aysun Aliyeva;Women's;Player
1;Third;Vivianne Miedema;Media;Azerbaijan;Rasim Movsumov;Women's;Player
3;Second;Jennifer Hermoso;Coach;Bahamas;Marc Bircham;Women's;Player
1;Third;Ji So-yun;Coach;Bahamas;Marc Bircham;Women's;Player
1;Third;Lucy Bronze;Captain;Bahamas;Annissa Albury;Women's;Player
5;First;Lucy Bronze;Coach;Bahamas;Marc Bircham;Women's;Player
3;Second;Lucy Bronze;Media;Bahamas;Simba French;Women's;Player
5;First;Pernille Harder;Media;Bahamas;Simba French;Women's;Player
3;Second;Vivianne Miedema;Captain;Bahamas;Annissa Albury;Women's;Player
1;Third;Vivianne Miedema;Media;Bahamas;Simba French;Women's;Player
5;First;Wendie Renard;Captain;Bahamas;Annissa Albury;Women's;Player
1;Third;Dzsenifer Marozsán;Media;Bahrain;Abdulla Ashoor;Women's;Player
1;Third;Jennifer Hermoso;Captain;Bahrain;Yasmeen Tobellah;Women's;Player
3;Second;Lucy Bronze;Media;Bahrain;Abdulla Ashoor;Women's;Player
3;Second;Lucy Bronze;Coach;Bahrain;Khalid Al Harban;Women's;Player
5;First;Lucy Bronze;Captain;Bahrain;Yasmeen Tobellah;Women's;Player
1;Third;Sam Kerr;Coach;Bahrain;Khalid Al Harban;Women's;Player
5;First;Vivianne Miedema;Media;Bahrain;Abdulla Ashoor;Women's;Player
3;Second;Vivianne Miedema;Captain;Bahrain;Yasmeen Tobellah;Women's;Player
5;First;Wendie Renard;Coach;Bahrain;Khalid Al Harban;Women's;Player
5;First;Delphine Cascarino;Media;Bangladesh;Rahman Mujibur;Women's;Player
5;First;Dzsenifer Marozsán;Coach;Bangladesh;Golam Robbani Choton;Women's;Player
1;Third;Jennifer Hermoso;Media;Bangladesh;Rahman Mujibur;Women's;Player
1;Third;Jennifer Hermoso;Captain;Bangladesh;Sabina Khatun;Women's;Player
3;Second;Lucy Bronze;Coach;Bangladesh;Golam Robbani Choton;Women's;Player
3;Second;Lucy Bronze;Captain;Bangladesh;Sabina Khatun;Women's;Player
5;First;Pernille Harder;Captain;Bangladesh;Sabina Khatun;Women's;Player
1;Third;Saki Kumagai;Coach;Bangladesh;Golam Robbani Choton;Women's;Player
3;Second;Vivianne Miedema;Media;Bangladesh;Rahman Mujibur;Women's;Player
3;Second;Dzsenifer Marozsán;Coach;Barbados;Tazieo Riley;Women's;Player
